codigo_estacion,fecha_observacion,valor_observado,nombre_estacion,departamento,municipio,latitud,longitud,unidad_medida
35095120,2020-03-11 00:00:00,0.0,AQUITANIA - AUT,BOYACÁ,AQUITANIA,5.556638889,-72.88175,mm
35025080,2020-03-11 00:10:00,0.0,PNN CHINGAZA - AUT,CUNDINAMARCA,LA CALERA,4.661,-73.82733333,mm
5204700100,2020-03-11 00:20:00,0.0,PUENTE LOS DOLORES - AUT,NARIÑO,PASTO,1.199805556,-77.265694444,mm
26237040,2020-03-11 00:20:00,0.0,PTO VALDIVIA,ANTIOQUIA,VALDIVIA,7.287,-75.396,mm
24055501,2020-03-11 00:30:00,0.0,CHUCURI  - AUT,SANTANDER,SAN VICENTE DE CHUCURÍ,6.863566667,-73.38411667,mm
1111500036,2020-03-11 00:30:00,0.0,ABRIAQUI - AUT,ANTIOQUIA,ABRIAQUÍ,6.6363,-76.070733333,mm
2805500075,2020-03-11 00:40:00,0.0,CURUMANÍ - AUT,CESAR,CURUMANÍ,9.238138889,-73.512916667,mm
26075501,2020-03-11 00:40:00,0.0,FLORIDA  - AUT,VALLE DEL CAUCA,FLORIDA,3.291469444,-76.17735833,mm
36015501,2020-03-11 00:45:00,0.0,TAMARA  - AUT,CASANARE,TÁMARA,5.872219444,-72.11944167,mm
26115090,2020-03-11 00:50:00,0.0,LAS BRISAS - AUT,VALLE DEL CAUCA,ANSERMANUEVO,4.775583333,-76.14427778,mm
35035110,2020-03-11 00:50:00,0.0,SALINAS DE UPIN  - AUT,META,RESTREPO,4.273861111,-73.58686111,mm
26247010,2020-03-11 00:50:00,0.0,PALMIRA HACIENDA  - AUT,ANTIOQUIA,CÁCERES,7.796777778,-75.37252778,mm
26155150,2020-03-11 01:00:00,0.0,LAS BRISAS - AUT,CALDAS,VILLAMARIA,4.934527778,-75.35038889,mm
26155502,2020-03-11 01:05:00,0.0,CENICAFE  - AUT,CALDAS,MANIZALES,4.991111111,-75.59749722,mm
2401500040,2020-03-11 01:10:00,0.0,CUCUNUBA - AUT,CUNDINAMARCA,CUCUNUBÁ,5.219558333,-73.784541667,mm
21115501,2020-03-11 01:10:00,0.0,TELLO  - AUT,HUILA,TELLO,2.960666667,-75.02849722,mm
2301700089,2020-03-11 01:20:00,0.0,GUALÍ ALERTAS - AUT,TOLIMA,FRESNO,5.134277778,-75.062055556,mm
26095320,2020-03-11 01:20:00,0.0,EL VINCULO - AUT,VALLE DEL CAUCA,BUGA,3.834805556,-76.30000556,mm
26237040,2020-03-11 01:40:00,0.0,PTO VALDIVIA,ANTIOQUIA,VALDIVIA,7.287,-75.396,mm
21205940,2020-03-11 01:50:00,0.0,VILLA INES  - AUT,CUNDINAMARCA,FACATATIVÁ,4.834972222,-74.38397222,mm
2319500125,2020-03-11 02:00:00,0.0,POLIDEPORTIVO CACHIRA - AUT,NORTE DE SANTANDER,CÁCHIRA,7.649638889,-73.178361111,mm
1501700160,2020-03-11 02:10:00,0.0,RIO MANZANARES ALERTAS - AUT,MAGDALENA,SANTA MARTA,11.187080556,-74.096905556,mm
21185501,2020-03-11 02:15:00,0.0,ROVIRA  - AUT,TOLIMA,ROVIRA,4.266666667,-75.28305556,mm
